Date,Open,High,Low,Close,Adj Close,Volume
2020-12-29,226.309998,227.179993,223.580002,224.149994,224.149994,17403200
2020-12-30,225.229996,225.630005,221.470001,221.679993,221.679993,20272300
2020-12-31,221.699997,223.000000,219.679993,222.419998,222.419998,20926900
