stock,Date,Open,High,Low,Close,Adj Close,Volume
bh.bk,2020-12-29,123.000000,123.500000,121.000000,122.500000,122.500000,1319100
bh.bk,2020-12-30,122.500000,123.500000,118.500000,120.000000,120.000000,1787700
